"scenario","region","subRegion","param","classLabel1","class1","classLabel2","class2","xLabel","x","vintage","units","value"
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1.099648172
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1.914980895
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",0.229383735
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",1.12778988
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",2.30523288
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",0.3263163
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",0.98539784
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",2.709250025
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",0.36637675
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.03285733824
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",3.1960215343
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",0.41298665
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.27477883622
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.83424834652
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.30598175
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.360453891952
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.16396851689
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.37412
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.36464972
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",3.62545864
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",2.965559
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",3.788554
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",6.18860277
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",2.434083
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",3.91298292
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",6.780673985
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",2.01200185
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",2.62020752
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",6.98821536
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",1.70939
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.6698099572
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",6.3972488823
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.7352494
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.88867049768
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",2.315085784315
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",1.28073355
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.00223799536
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",2.99169792286
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.4816327
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.4052636248
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.3069820723
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",0.125633585
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1.099648172
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1.914980895
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",0.229383735
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",1.12778988
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",2.30523288
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",0.3263163
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",0.98539784
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",2.709250025
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",0.36637675
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.03285733824
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",3.1960215343
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",0.41298665
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.554794316328
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",1.0363486733885
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.28672115
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.511605631432
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.8705514225245
"NoRusGas_constrained_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.4036595
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.36464972
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",3.62545864
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",2.965559
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",3.788554
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",6.18860277
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",2.434083
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",3.91298292
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",6.780673985
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",2.01200185
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",2.62020752
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",6.98821536
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",1.70939
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.6698099572
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",6.3972488823
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.7352494
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",1.05260155196
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",2.457558717995
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",1.2421442
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","CH4","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.17492965492
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","N2O","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",4.567712420395
"NoRusGas_constrained_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","sector","SF6","ghg","SF6","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.60160725
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",58.5819039227334
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",27.3332550781035
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",129.455095573667
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",47.6460247363936
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",26.6035881685135
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",20.9283171783478
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",84.1115024442831
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",52.5347534893294
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",29.2781789634576
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",21.0302479111109
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",95.7068767353689
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",49.5985758623588
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",21.669379983853
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",16.2554218394548
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",77.226959502616
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",41.1053340773724
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",26.7984337920489
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",19.7657901340318
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",76.928257865448
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",43.7444590202253
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",16.8500214818689
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",7.90926710752573
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",18.5992797687763
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",15.9584411043028
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",19.9174019986033
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",9.88805021607053
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",20.6437508403248
"Baseline_NDC","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",18.7225270714991
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm cooling","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",7.26782353677776e-05
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",191.702357210746
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",161.737370984245
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",447.808529084942
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",348.418354515289
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm cooling","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",9.27586810036142e-05
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",151.253219904185
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",175.264696590187
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",533.527582698257
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",258.965221773091
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm cooling","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",0.000112172266101828
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",146.147472349336
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",166.614215464929
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",499.267048694311
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",248.106525368857
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm cooling","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",9.94761959540592e-05
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",130.551865974509
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",150.138990380071
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",390.998281195287
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",190.263373463111
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm cooling","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",8.62026883145496e-05
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",135.170021689429
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",153.433244098431
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",387.111553705387
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",185.54655640283
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm cooling","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",4.145213749138e-05
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",61.6413556672375
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",55.5645446253861
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid heating","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",229.996947512393
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","resid others","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",62.5190688809592
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm cooling","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",4.562595718186e-05
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm heating","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",70.5570998486057
"Baseline_NDC","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","sector","comm others","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",65.2606712937744
