"scenario","region","subRegion","param","classLabel","class","xLabel","x","vintage","units","value"
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.966038491285
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.83424834652
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.30598175
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",10.252867527
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.360453891952
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",34.5858650632489
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",130.261074828793
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",15.913404373995
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.96417609275
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.16396851689
"NoRusGas_ModelOptimal","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.37412
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",19.3754252810272
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.36464972
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",574.833342236728
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",987.599625466667
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",0.0156041748
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.87313542605
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",3.62545864
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",2.965559
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",21.5598988928596
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",3.788554
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",559.505406862201
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1046.03193566667
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",75.511021248
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1.77365541185
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",6.18860277
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",2.434083
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",20.4396001100144
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",3.91298292
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",530.06768702485
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",950.972953333333
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",99.1899036
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",2.01076538085
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",6.780673985
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",2.01200185
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",15.5347648705284
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",2.62020752
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",430.976305244587
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",842.591988333333
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",95.964761385
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",1.8953592456
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",6.98821536
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",1.70939
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",15.492189779206
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.6698099572
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",430.630731049382
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",852.861131833333
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",96.55770264345
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.75359917835
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",6.3972488823
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.7352494
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",16.3142360526236
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.88867049768
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",204.860979069057
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",340.678130752667
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",66.93031458405
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",3.130537175162
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",2.315085784315
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",1.28073355
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",16.8435374748312
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.00223799536
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",222.116633997171
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",438.864968043333
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",66.32915263695
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",3.12133593876
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",2.99169792286
"NoRusGas_ModelOptimal","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.4816327
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",8.657364198
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.4052636248
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",131.508139655449
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",358.497947107667
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",0.0003896084475
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",0.7870550721
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.3069820723
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",0.125633585
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",10.3138561708
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1.099648172
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",92.0890806402369
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",313.465829233333
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",8.1084477015
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",0.63268669705
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1.914980895
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",0.229383735
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",10.9943651944
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",1.12778988
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",97.806939736148
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",315.451973561267
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",14.262526989675
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",0.7555557146
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",2.30523288
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",0.3263163
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",9.4087523012
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",0.98539784
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",78.1285477016481
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",284.888314445167
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",19.27632644775
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",0.69670072245
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",2.709250025
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",0.36637675
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",10.1939979624
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",1.03285733824
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",83.618470405877
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",324.517152960733
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",21.51566773155
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",0.65221476435
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",3.1960215343
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2020,"Vint_2020","GHG emissions - (MTCO2eq)",0.41298665
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",9.665567623068
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.27477883622
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",29.6585047312369
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",95.30578291234
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",15.33176889363
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.966038491285
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.83424834652
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2025,"Vint_2025","GHG emissions - (MTCO2eq)",0.30598175
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",10.252867527
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.360453891952
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",34.5858650632489
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",130.261074828793
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",15.913404373995
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.96417609275
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",1.16396851689
"NoRusGas_ModelOptimal2","EU-12","EU-12","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2030,"Vint_2030","GHG emissions - (MTCO2eq)",0.37412
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",19.3754252810272
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.36464972
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",574.833342236728
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",987.599625466667
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",0.0156041748
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",1.87313542605
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",3.62545864
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",1990,"Vint_1990","GHG emissions - (MTCO2eq)",2.965559
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",21.5598988928596
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",3.788554
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",559.505406862201
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1046.03193566667
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",75.511021248
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",1.77365541185
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",6.18860277
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2005,"Vint_2005","GHG emissions - (MTCO2eq)",2.434083
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",20.4396001100144
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",3.91298292
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",530.06768702485
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",950.972953333333
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","HFCs","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",99.1899036
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",2.01076538085
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","N2O","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",6.780673985
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","SF6","Year",2010,"Vint_2010","GHG emissions - (MTCO2eq)",2.01200185
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",15.5347648705284
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CH4","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",2.62020752
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorBuildingsGWPAR5","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",430.976305244587
"NoRusGas_ModelOptimal2","EU-15","EU-15","emissGHGBySectorPowerGWPAR5","ghg","CO2","Year",2015,"Vint_2015","GHG emissions - (MTCO2eq)",842.591988333333
